sequence_a	sequence_b	rnadist	software
AP000995.2_82486-82594	AE016955.1_248631-248543	58	locarna
AJ131601.1_3-115	X02253.1_3-118	1	locarna
M26096.1_1-72	V01272.1_2790-2861	0	locarna
M10217.1_7394-7325	M93388.1_1185-1251	0	locarna
X59583.1_330-410	X13247.1_151-237	11	locarna
M74808.1_5-301	AB047644.1_1-390	24	locarna
X02172.1_247-319	V00654.1_4197-4265	48	locarna
Z99110.2_200192-200316	AP004603.1_147738-147633	36	locarna
AF084707.1_65-148	AF128998.1_182-265	0	locarna
AF217307.1_1-256	AF506674.1_3-225	0	locarna
AF095839.1_1586-1389	M14625.1_332-488	105	locarna
X03911.1_1-119	L27167.1_1-122	3	locarna
AF543978.1_38-121	AF484502.1_59-142	0	locarna
M11545.1_4-118	K01050.1_1-121	11	locarna
D63822.1_9294-9344	D50481.1_9249-9299	0	locarna
AF196743.1_456-511	AF462790.1_738-793	0	locarna
U05025.1_1-361	Z36524.1_3-205	83	locarna
AF156835.1_45-96	AY165247.1_238-289	0	locarna
X13662.1_1-116	M34765.1_1-114	15	locarna
M34770.1_1-114	X06575.1_4-117	5	locarna
AY017179.1_1528-1601	D12694.1_2745-2677	0	locarna
AE001747.1_6884-6993	AB118748.1_319-422	78	locarna
D16558.1_6715-6832	X00022.1_1-119	0	locarna
AF207752.1_9249-9299	D86534.1_983-1033	0	locarna
J01390.1_12336-12408	X57046.1_121-203	23	locarna
AJ288982.1_713-827	AF286225.1_41-157	65	locarna
U14783.1_1-240	D14305.1_1-327	80	locarna
J04815.1_1812-1884	AF234285.1_261-333	1	locarna
X12631.1_1207-1274	X99772.1_9544-9611	8	locarna
X04163.1_219-289	AE005196.1_3290-3363	0	locarna
D13619.1_3-119	M36312.1_2-120	3	locarna
X51372.1_210-400	L25918.1_1-181	74	locarna
D16615.1_1040-1076	D14310.1_1043-1079	0	locarna
X76008.1_2709-2772	AF274027.1_835-900	0	locarna
Z76043.1_36-119	AY451234.1_148-231	0	locarna
AY455781.1_1525-1576	AY535672.1_171-222	0	locarna
X14698.1_250-321	AF347015.1_12139-12207	0	locarna
M34485.1_360-150	AL591978.1_56481-56658	80	locarna
X01618.1_1-119	M11538.1_4-116	5	locarna
X13975.1_39-104	Z75101.1_9634-9705	8	locarna
X03924.1_17-83	AE005245.1_5142-5071	0	locarna
AL132709.5_183412-183335	AL132709.5_185108-185034	14	locarna
X07377.1_52-124	X59582.1_477-558	4	locarna
AY070200.1_1-277	AF217313.1_1-256	270	locarna
X13975.1_858-928	Y14522.1_1-81	1	locarna
AL590457.2_15409-15481	X52392.1_5172-5240	0	locarna
D86541.1_983-1033	D86534.1_983-1033	0	locarna
AJ002571.1_38016-37861	Z99111.2_13049-12893	1	locarna
AB049357.1_1-68	AF164586.1_1190-1126	2	locarna
AB017534.1_661-726	D88033.1_3186-3249	16	locarna
AY082968.1_65-148	AF484488.1_59-142	0	locarna
X03715.1_1004-1077	X54552.1_66-137	0	locarna
AF533121.1_65-148	AY247251.1_104-187	0	locarna
AB057609.1_1528-1593	AF290978.1_9117-9182	1	locarna
AE006003.1_9570-9465	AP005048.1_244181-244295	13	locarna
Z11824.1_3-116	D13621.1_3-119	5	locarna
X06477.1_503-698	X56458.1_91-238	52	locarna
M76569.1_4-118	X52297.1_1-116	1	locarna
X00074.1_1-118	M16532.1_2-117	4	locarna
M11716.1_2-115	X62865.1_3-123	22	locarna
AJ430385.1_389-639	X90723.2_393-644	39	locarna
X15364.1_835-1130	AE010387.1_4828-4528	21	locarna
AF292842.1_80-131	AF323230.1_34-85	0	locarna
AB084422.1_1249-1362	AF048712.1_1102-1215	0	locarna
AY519097.1_46-97	AY181081.1_46-97	0	locarna
AC009323.4_12825-12742	AJ428514.1_9797-9864	23	locarna
K00228.1_1-82	X03924.1_848-782	55	locarna
AY371151.1_1284-1335	AF024163.1_90-141	0	locarna
AF085363.1_4369-4429	AJ295172.1_4347-4407	0	locarna
AE007525.1_2612-2714	AP003006.2_282610-282707	26	locarna
AY232553.1_1231-1344	U52223.1_8-121	0	locarna
Z84276.1_1-250	AF165052.1_1-379	104	locarna
K00242.1_1-75	X16885.1_631-561	44	locarna
AP001516.1_103625-103731	AE010479.1_12991-12886	31	locarna
J01435.1_264-194	X15240.1_604-676	0	locarna
AY519098.1_46-97	AY535771.1_171-222	0	locarna
AF443092.1_1453-1504	AF023934.1_90-141	0	locarna
AF084751.1_65-148	U88822.1_371-454	1	locarna
Z29261.1_1-303	M21085.1_9-299	71	locarna
U13369.1_6624-6776	U48228.1_7-166	22	locarna
AF041294.1_1-191	AJ012831.1_1-253	140	locarna
AF024203.1_90-141	AJ535022.1_23-74	0	locarna
AB097873.1_8937-8993	AF239647.1_394-449	0	locarna
M59340.1_3-119	M33887.1_1-111	9	locarna
AF041272.1_1-191	X78860.1_2-193	58	locarna
AY037272.1_8719-8775	AF096646.1_393-449	0	locarna
X55259.1_3-117	M33890.1_5-120	45	locarna
BX537358.4_213187-213239	AL953899.7_43050-43104	0	locarna
M27323.1_238-354	AF110972.1_83-200	0	locarna
AE004877.1_3967-4112	AE015164.1_10768-10646	37	locarna
M20966.1_1-88	AJ404228.1_1559-1631	28	locarna
M68929.1_1540-1461	X15090.1_41-114	41	locarna
AJ291720.1_705-822	AY049711.1_73-190	0	locarna
X03190.1_738-794	AY047314.1_477-533	0	locarna
AE008886.1_9662-9735	M68929.1_50694-50622	0	locarna
AF156841.1_73-124	AY519079.1_46-97	0	locarna
Z11884.1_254-326	X15901.1_44438-44524	44	locarna
AP005942.1_132143-132345	AP003011.2_321703-321523	6	locarna
AF484511.1_8725-8781	AF286228.1_8921-8977	0	locarna
AF538303.1_2105-2156	AY253317.1_1278-1329	0	locarna
M58383.1_4-115	Z11820.1_5-112	15	locarna
AF418495.1_65-148	AF484493.1_59-142	9	locarna
AY463224.1_28-126	AF385934.1_620-718	0	locarna
AY145970.1_2-225	AY070212.1_1-277	0	locarna
AL833575.1_1110-1179	X58295.1_1384-1453	25	locarna
X54048.1_3112-3217	Z17285.1_96-198	4	locarna
M72888.1_1-195	M19204.1_1-187	15	locarna
AY519018.1_46-97	AY371147.1_1293-1344	0	locarna
AF333036.1_2190-2249	U43286.1_2054-2120	19	locarna
X03904.1_2-116	M34774.1_2-116	1	locarna
K00462.1_57-128	X61061.1_74-147	0	locarna
AB047642.1_9386-9422	AB049088.1_9318-9354	0	locarna
AC005275.1_105500-105803	X65990.1_1-300	45	locarna
AY162224.1_456-512	AF102208.1_375-430	0	locarna
Y08501.2_169475-169584	AB042240.3_34087-34170	54	locarna
AJ400848.1_26718-26788	K00235.1_1-85	1	locarna
AB081749.1_65-148	U56344.1_65-148	0	locarna
L36897.1_2659-2743	X04465.1_79649-79574	17	locarna
X56456.1_243-390	AF106845.1_257-451	55	locarna
AF158101.6_72530-72458	L76657.1_1-67	0	locarna
X12631.1_1-73	X55514.2_4027-3957	6	locarna
AL133551.13_12355-12436	AF234285.1_261-333	3	locarna
L00194.1_554-627	X12890.1_2055-2127	0	locarna
AE008799.1_19388-19461	L00194.1_554-627	1	locarna
L29625.1_5-230	D37848.1_1-388	66	locarna
AE016748.1_54065-53923	AP005079.1_55102-55198	76	locarna
AF207752.1_9249-9299	D16192.1_986-1036	0	locarna
AF484493.1_1290-1341	AY037266.1_1278-1329	0	locarna
AF443080.1_1454-1505	AY322185.1_1538-1589	0	locarna
AE008071.1_8587-8502	AE005997.1_1861-1775	3	locarna
U56895.1_65-148	AY128255.1_65-148	0	locarna
AJ315331.1_53-130	AF243383.1_10225-10322	47	locarna
AB034893.1_65-148	U29405.1_65-148	1	locarna
AY070181.1_1-263	AY190490.1_1-181	199	locarna
AF156817.1_45-96	AY535683.1_171-222	0	locarna
AF063155.1_455-511	AF196711.1_473-529	0	locarna
AC009461.5_128651-128579	X62566.1_248-320	1	locarna
M17129.1_151-222	X04377.1_307-380	0	locarna
AF084771.1_65-148	AF084714.1_65-148	1	locarna
AF041468.1_40566-40494	K00144.1_1-72	0	locarna
AB020752.1_35792-36096	AF069442.1_64156-64461	8	locarna
X61065.1_77-164	AF340025.1_630-698	0	locarna
X17239.1_14-300	AE000940.1_8761-9056	34	locarna
M91385.1_1205-1276	X02167.1_345-416	0	locarna
M35573.1_1-119	X02241.1_3-119	1	locarna
AY519021.1_46-97	L11785.1_1302-1353	0	locarna
K01537.1_51-169	AF101250.1_1-119	0	locarna
M16495.1_2120-2233	AE016746.1_165122-165020	26	locarna
BX293564.5_115366-115419	AL928901.8_57197-57143	0	locarna
AY451148.1_146-229	M38429.1_854-937	0	locarna
K02362.1_1-121	X05527.1_1-120	0	locarna
M36306.1_1-119	X16225.1_825-943	0	locarna
AE013167.1_14408-14306	AE006165.1_9171-9068	34	locarna
M58384.1_1-118	M35165.1_2-110	12	locarna
X61067.1_133-205	X52392.1_5025-5096	5	locarna
U45463.1_1-334	D29816.1_1-341	6	locarna
AE017277.1_42695-42883	AE017037.1_59439-59627	1	locarna
X16886.1_999-1070	X04465.1_90332-90261	0	locarna
AE012978.1_1-99	AE016776.1_272500-272339	50	locarna
U32832.1_9495-9319	AE017267.1_95018-94836	38	locarna
AL590457.2_15409-15481	Z82044.1_16317-16387	20	locarna
AB001721.1_2735-2851	X02627.1_4-118	0	locarna
X52392.1_9016-9083	K00281.1_1-72	4	locarna
X62862.1_2-123	X62865.1_3-123	0	locarna
AF314016.1_365-435	X14848.1_3684-3752	1	locarna
AB042493.1_65-148	AF084750.1_65-148	0	locarna
AE004717.1_4221-4426	BX572600.1_273933-274129	7	locarna
M36309.1_1-120	M24954.1_1-119	4	locarna
X55697.1_1-119	X00377.1_2-120	0	locarna
AP000988.1_199418-199133	M32222.1_953-1250	22	locarna
AP006583.1_134892-135011	AE015551.1_8187-8055	20	locarna
BX649566.3_59050-58997	BX649566.3_34014-33960	0	locarna
AF067154.1_1449-1500	AY331283.1_1299-1350	0	locarna
AF164586.1_1190-1126	J01390.1_6035-6106	0	locarna
AF156820.1_43-94	AY535670.1_171-222	0	locarna
X16851.1_1-119	M32450.1_1-119	0	locarna
AE015938.1_166402-166584	AL627279.1_139350-139157	109	locarna
AE008839.1_18078-18008	X00916.1_933-1007	4	locarna
X05041.1_3-118	X02026.1_1-117	10	locarna
AC005496.3_78625-78498	AE017265.1_218427-218529	38	locarna
U10409.1_2025-2178	U48228.1_7-166	39	locarna
X16752.1_1-74	AE009855.1_3683-3767	1	locarna
AY331283.1_1299-1350	AJ237570.1_732-783	0	locarna
X61067.1_133-205	J04815.1_1-73	0	locarna
K00205.1_1-72	AC008443.10_8240-8321	2	locarna
AC018638.5_4694-4623	AC008443.10_8240-8321	2	locarna
AF254700.1_513-611	AF239648.1_539-637	0	locarna
AF408632.1_261-377	AF110979.1_69-186	85	locarna
AE014727.1_1898-2035	AE016953.1_48442-48336	32	locarna
X67706.1_7281-7402	D10582.1_4105-4224	21	locarna
M86494.1_1026-1092	AB042240.3_84552-84472	2	locarna
AJ276698.1_65-148	AF281682.1_65-148	0	locarna
AF034440.1_1115-1181	K01727.1_129-57	0	locarna
AJ582126.1_1-277	D29816.1_1-341	0	locarna
M34759.1_7-109	D10529.1_1-121	17	locarna
AF281702.1_65-148	AY161882.1_171-254	0	locarna
AJ229062.1_241-389	M86760.1_218-371	0	locarna
X04994.1_647-780	X02585.1_923-1086	0	locarna
AF239621.1_550-648	U24468.1_452-550	0	locarna
AF443105.1_1450-1501	AY371147.1_1293-1344	0	locarna
AF256205.1_2084-2135	AJ313404.1_47-98	0	locarna
AE006074.1_48-140	BX321856.1_50120-50227	10	locarna
AB049101.1_9287-9323	AF290978.1_9309-9345	0	locarna
X02022.1_3-118	M11536.1_2-116	1	locarna
BX537638.1_3883-3996	M68880.1_2362-2475	0	locarna
AP005276.1_73231-73124	AE017000.1_120837-120948	73	locarna
AY161888.1_12-125	AF286230.1_41-157	8	locarna
X02237.1_3-118	X00575.1_1-121	29	locarna
M55343.1_5620-5736	Z35330.1_6121-6235	1	locarna
AY304926.1_1277-1328	AF156830.1_45-96	0	locarna
AL591976.1_186683-186486	AP001518.1_272531-272358	36	locarna
AJ291719.1_9558-9614	AF286233.1_8891-8947	0	locarna
M34775.1_1-115	X05524.1_5-117	3	locarna
X02167.1_179-251	D00554.1_73-143	0	locarna
AY358051.1_1284-1335	AY304846.1_1280-1331	0	locarna
AF462419.1_4444-4504	AF504536.1_666-726	0	locarna
X00446.1_283-210	X99772.1_11702-11770	36	locarna
AB081226.1_65-148	AF533130.1_65-148	0	locarna
U18997.1_19117-19256	AE014915.1_3159-3261	58	locarna
AF269983.1_571-671	AL596172.1_176254-176136	22	locarna
AF484486.1_8768-8824	AF069671.1_8797-8852	0	locarna
AY651061.1_9129-9194	AB049096.1_9095-9160	0	locarna
U67510.1_7006-7301	AE000940.1_8761-9056	11	locarna
X57691.1_1-116	K02349.1_1-119	0	locarna
X00925.1_392-642	AY055134.1_294-545	57	locarna
AY288863.1_65-148	AB042484.1_65-148	0	locarna
AB049093.1_9095-9160	AB049096.1_9095-9160	0	locarna
D90457.1_396-647	AJ295195.1_354-605	61	locarna
Z84229.1_1-250	AF041278.1_1-191	44	locarna
Z50062.1_3-119	M36155.1_1-117	1	locarna
M34760.1_2-117	X15199.1_158-276	3	locarna
AF391263.1_65-148	AF073416.1_17-100	0	locarna
AF041468.1_43811-43739	X01120.1_76-149	4	locarna
AY275556.1_1296-1347	AY492772.1_840-891	0	locarna
BX005001.6_77367-77421	AL928701.7_182087-182139	0	locarna
M24605.1_96-202	L22252.1_132-235	0	locarna
D00625.1_4443-4503	AJ295172.1_4347-4407	0	locarna
AL935286.14_10859-10807	BX664748.7_33440-33386	0	locarna
X01551.1_1-119	M16205.1_4-122	17	locarna
AF418408.1_65-148	AF084725.1_65-148	0	locarna
AY188167.1_2-196	AY145950.1_1-177	32	locarna
AJ416942.1_4444-4504	M16560.1_4353-4413	0	locarna
L24896.1_600-665	X84742.1_5239-5302	20	locarna
X02628.1_2-114	M36313.1_2-120	11	locarna
L28874.1_484-582	AF254730.1_518-616	0	locarna
M72891.1_1-196	M72890.1_1-196	0	locarna
AE007798.1_8173-8025	M73546.1_221-329	75	locarna
K02083.1_588-686	U81458.1_412-510	0	locarna
X15245.1_588-660	X16888.1_869-940	1	locarna
M10436.1_2-120	X53853.1_5621-5735	13	locarna
M20958.1_1-80	X53649.1_495-566	5	locarna
U51767.1_1-224	Z77071.1_1-197	65	locarna
AF021884.1_1-190	AY344020.1_1-365	9	locarna
X00996.1_1-119	M33890.1_5-120	30	locarna
M19204.1_1-187	S64589.1_1-189	12	locarna
X12631.1_1795-1866	AE000043.2_9006-8935	0	locarna
AB078697.1_65-148	AF484520.1_59-142	0	locarna
X52392.1_1228-1297	X00704.1_131-202	1	locarna
AE008441.1_6797-6885	AL766847.1_94269-94358	35	locarna
X04305.1_1-118	X13037.1_1-119	0	locarna
AF110972.1_244-327	AB023804.1_854-937	0	locarna
AE017012.1_60233-60476	AE017012.1_60515-60754	125	locarna
X69334.1_1-160	M14386.1_106-268	15	locarna
M36315.1_3-121	D00058.1_1-118	0	locarna
L76394.1_391-643	U77070.1_391-641	70	locarna
K00281.1_1-72	X15090.1_41-114	0	locarna
AF493541.1_2418-2346	J04815.1_7401-7469	32	locarna
AE008762.1_276-203	AP000397.1_130600-130527	0	locarna
AF110976.1_1563-1614	AY165267.1_248-299	0	locarna
AF008220.1_6888-6961	X15059.1_507-589	22	locarna
L29600.1_5-231	AF506652.1_1-230	55	locarna
AE016874.1_27758-27654	AP005343.1_46608-46510	0	locarna
AP001513.1_225753-225867	AE004209.1_3442-3690	59	locarna
Z29105.1_1-303	X13914.1_2-302	64	locarna
K00784.1_2-107	X52528.1_449-551	2	locarna
U32725.1_470-558	AP002998.2_95169-95056	1	locarna
AF207770.1_9114-9179	AF356827.1_9126-9191	0	locarna
AJ276595.1_14-127	AF110976.1_182-300	84	locarna
L37445.1_4-118	X13034.1_1-119	13	locarna
L27169.1_1-121	M18170.1_1-119	9	locarna
AE014230.1_102-191	BX572604.1_199848-199986	95	locarna
AP004172.1_250747-250650	D10483.2_75274-75175	26	locarna
X14848.1_3820-3750	AB017063.1_58819-58900	3	locarna
AY070184.1_1-277	Z84235.1_1-250	232	locarna
AC009742.4_51767-51839	M25659.1_553-621	1	locarna
AY278551.1_389-640	AJ295199.1_273-524	79	locarna
AY455785.1_1517-1568	AB074077.1_1317-1368	0	locarna
AF462419.1_4444-4504	AJ295172.1_4347-4407	0	locarna
AP001511.1_149016-149129	AE010547.1_5644-5538	34	locarna
AP004601.1_38307-38208	AL596170.1_192-86	16	locarna
X05914.1_400-337	AB042432.1_6942-7011	19	locarna
AE009773.1_7700-7629	M16864.1_642-714	0	locarna
AF029859.2_7278-7397	AJ245863.1_1369-1498	1	locarna
AF048712.1_1102-1215	M32660.1_1111-1224	0	locarna
AB057682.1_1720-1756	D38079.1_1040-1076	0	locarna
X70810.2_30968-31041	J05395.1_2325-2252	1	locarna
X16888.1_255-184	AL021918.1_54817-54736	32	locarna
L34381.1_1-279	D28833.1_2-238	195	locarna
AF491248.1_65-148	AF418339.1_65-148	0	locarna
X14418.1_176-336	Z11883.1_2840-2993	4	locarna
AL939112.1_94442-94322	AE016809.1_257790-257673	70	locarna
AE008441.1_3915-4003	AP005031.1_220043-219938	30	locarna
AE004721.1_1433-1242	AE015941.1_2960-3143	116	locarna
AF508735.1_1111-1224	AF107781.1_1102-1215	0	locarna
AF017893.1_29-112	AY451154.1_147-230	0	locarna
AY519075.1_46-97	AY519055.1_46-97	0	locarna
X06837.1_1-119	X83208.1_1-119	0	locarna
AF057149.1_1-240	U23390.1_1-319	83	locarna
D10744.1_201-272	M86501.1_1024-1090	4	locarna
AB078707.1_1299-1350	AF442571.1_584-635	0	locarna
X04465.1_38367-38438	X01078.1_1396-1463	0	locarna
AY043173.1_65-148	AY167123.1_372-455	0	locarna
AJ416942.1_4444-4504	AF405669.1_4445-4505	0	locarna
U25144.1_1062-991	AF071855.1_254-326	0	locarna
AY190445.1_1-181	D14305.1_1-327	77	locarna
AY008717.1_1277-1328	AJ313405.1_46-97	0	locarna
AE005414.1_2810-2738	Z11880.1_281-353	1	locarna
J04815.1_2041-2109	J01404.1_5140-5204	0	locarna
AL596173.1_263872-263770	AP001119.1_183536-183440	13	locarna
U67518.1_78-192	K02683.1_2-118	20	locarna
M55314.1_21-92	J01390.1_6861-6932	0	locarna
D85289.1_587-657	M22010.1_2624-2705	5	locarna
AY245535.1_65-148	U29246.1_65-148	0	locarna
AF289550.1_71-187	AY074891.1_69-186	62	locarna
M68929.1_186579-186500	AB042240.3_84552-84472	1	locarna
AF076998.1_206-289	AF529640.1_65-148	0	locarna
L11772.1_1290-1341	AY165262.1_239-290	0	locarna
J04815.1_1371-1301	X15240.1_604-676	0	locarna
AB057609.1_1528-1593	S62220.1_9137-9202	0	locarna
M34773.1_1-114	Z50067.1_4-120	5	locarna
AY206656.1_65-148	AB081211.1_65-148	0	locarna
U32725.1_470-558	AP003190.2_118314-118418	0	locarna
X55319.1_1-74	AE008893.1_17175-17247	0	locarna
AE004193.1_5679-5861	AP001513.1_19957-19775	23	locarna
M58319.1_196-282	Z82044.1_15843-15924	6	locarna
AB001857.1_170-224	BX005301.9_42414-42362	0	locarna
U29251.1_65-148	AY098611.1_65-148	0	locarna
U14762.1_1-239	D45871.1_1-238	73	locarna
AB042239.3_9807-9660	AE011991.1_4930-4833	103	locarna
AF021884.1_1-190	AY172637.1_1-322	13	locarna
AF055305.1_1-239	L38340.1_5-289	235	locarna
X12857.1_421-494	AE005629.1_6992-7073	1	locarna
AY536238.1_1336-1387	AY563169.1_1269-1320	0	locarna
AY228556.1_2066-2117	AB078695.1_1281-1332	0	locarna
AF538305.1_579-677	U43096.1_125-223	0	locarna
X05533.1_1-118	X13222.1_1-121	10	locarna
M34761.1_2-116	X16194.1_2-114	3	locarna
AJ005319.1_56-3	M83545.1_56-3	0	locarna
X75601.1_91-203	D10530.1_1-120	17	locarna
AF008220.1_6975-7046	X52070.1_699-771	0	locarna
L11772.1_65-148	AY038248.1_65-148	0	locarna
AJ131593.1_3-115	AF101250.1_1-119	7	locarna
M68929.1_182805-182734	M26928.1_1266-1194	0	locarna
X16191.1_4-119	K02349.1_1-119	13	locarna
U15684.1_123-224	D11419.1_119-221	6	locarna
M34759.1_7-109	AF001265.1_6033-6149	26	locarna
AB049091.1_1-309	AY344041.1_1-342	277	locarna
AF091512.1_37281-37352	M10217.1_9038-9106	24	locarna
L03707.1_65-148	AY451173.1_148-231	0	locarna
AE004237.1_2976-2903	AC008443.10_8240-8321	15	locarna
D13622.1_3-119	AE000559.1_152-269	2	locarna
L34365.1_1-279	AJ437144.1_1-237	187	locarna
Z35950.1_5070-5141	X87209.1_183-268	46	locarna
AF179368.1_1390-1441	AY518944.1_46-97	0	locarna
AY206654.1_1296-1347	AB078705.1_1281-1332	0	locarna
Z99109.2_169069-168952	AE015940.1_18048-17945	22	locarna
AP004827.1_261938-261763	AE017000.1_234265-234084	34	locarna
X66375.1_99-169	X53649.1_160-231	1	locarna
AF063147.1_456-512	AF443114.1_8944-9000	0	locarna
AF146728.1_180-263	AB081743.1_65-148	0	locarna
D16558.1_6715-6832	X05524.1_5-117	11	locarna
M57910.1_1028-963	X52392.1_16039-16107	0	locarna
AF042105.1_1440-1491	AY455779.1_1536-1587	0	locarna
AF176573.1_9318-9354	D63821.1_9344-9379	0	locarna
U20342.1_1144-1257	AY179603.1_1735-1848	0	locarna
M16172.1_3-119	V01347.1_3-119	1	locarna
M36911.1_2445-2539	X03698.1_100-176	46	locarna
X02031.1_1-118	X02036.1_1-119	12	locarna
AJ400848.1_34280-34188	X52392.1_2273-2345	34	locarna
AF484509.1_8745-8800	U72101.1_308-364	0	locarna
AY371169.1_1296-1347	L11784.1_1299-1350	0	locarna
AF377957.1_59-142	U11549.1_65-148	0	locarna
X65984.1_1-306	X01037.1_5-303	50	locarna
K02683.1_2-118	X15179.1_3-118	0	locarna
U23487.1_401-457	AF457062.1_8757-8813	0	locarna
AY434152.1_2-296	AF041304.1_1-191	54	locarna
AP004824.1_261550-261653	Z99120.2_150201-150095	4	locarna
X56006.1_1-72	X99772.1_9544-9611	24	locarna
M68929.1_165481-165397	M18050.1_100-172	24	locarna
AE008848.1_13783-13922	AP003361.3_30261-30389	29	locarna
X52300.1_5-122	X02238.1_3-118	17	locarna
AY492789.1_810-861	AF323230.1_34-85	0	locarna
X16746.1_1-72	X04815.1_1-81	65	locarna
X06836.1_1-119	J01872.1_1-119	0	locarna
X12624.1_61-178	M35570.1_5-120	10	locarna
Z79557.1_65-148	AY463229.1_303-386	0	locarna
AF155162.1_115-49	X15613.1_124-189	4	locarna
AJ005322.1_56-3	AJ005312.1_56-3	0	locarna
Z50069.1_4-120	X06577.1_4-117	5	locarna
K02348.1_1-119	X00378.1_2-120	0	locarna
D00625.1_4443-4503	AY056701.1_4247-4307	0	locarna
AF443098.1_69-186	AF286232.1_41-158	6	locarna
L11751.1_1280-1331	AY165270.1_242-293	0	locarna
X00997.1_1-119	J01889.1_1-119	0	locarna
L36887.1_535-616	X15613.1_124-189	67	locarna
AF069936.1_65-148	AF121499.1_65-148	9	locarna
AJ438626.1_1-251	AF041295.1_1-191	42	locarna
M10557.1_790-815	X57128.1_614-639	0	locarna
AF063153.1_455-511	U72077.1_331-387	0	locarna
AY070175.1_1-277	AF041280.1_1-191	134	locarna
AY302547.1_7306-7426	K02709.1_1396-1514	0	locarna
AJ131588.1_3-114	M36309.1_1-120	5	locarna
AL627265.1_128216-128117	U32720.1_1366-1454	7	locarna
AY146013.1_2-222	AY146059.1_1-212	3	locarna
U23745.1_1-300	X78867.1_2-193	103	locarna
M10850.1_361-479	M10817.1_1-119	0	locarna
AJ438624.1_1-250	AY188107.1_3-196	4	locarna
D13621.1_3-119	X00020.1_1-119	11	locarna
K01390.1_620-691	U67528.1_1221-1293	2	locarna
X70810.2_102754-102683	X00916.1_933-1007	25	locarna
K03155.1_22-137	M35395.1_1-119	9	locarna
Z79540.1_65-148	L11783.1_65-148	0	locarna
AB078705.1_1281-1332	AF457065.1_1284-1335	0	locarna
AF196752.1_470-526	AF254701.1_416-472	0	locarna
AF286234.1_40-156	AF408630.1_261-377	8	locarna
D88473.1_1-392	AY190413.1_1-181	80	locarna
AF349329.1_33-84	AJ313400.1_46-97	0	locarna
M76575.1_4-118	X03905.1_4-117	5	locarna
AY145959.1_1-216	AF057154.1_1-237	42	locarna
AF484514.1_59-142	U56338.1_37-120	0	locarna
AJ583719.1_52-103	AY077118.1_12-63	0	locarna
AE010126.1_9583-9877	AC002512.1_76041-75744	93	locarna
AF314018.1_1820-1748	X52392.1_8258-8184	8	locarna
AL928834.15_122517-122464	AL592062.11_27072-27126	0	locarna
AF254688.1_394-449	AF063161.1_455-511	8	locarna
X14835.1_6927-7002	AC024995.8_165717-165798	22	locarna
S64977.1_800-870	X52392.1_9016-9083	8	locarna
AJ271370.1_413-496	AJ488927.1_72-155	0	locarna
X15901.1_99287-99217	X07125.1_118-191	26	locarna
AF411967.1_856-939	AF030957.1_65-148	0	locarna
U44468.1_853-909	AY047301.1_457-513	0	locarna
D13450.1_1-184	AY446052.1_1-272	28	locarna
Z32848.1_2558-2712	X60705.1_112-265	0	locarna
AF004309.1_87-160	M68929.1_15170-15243	1	locarna
AF158725.1_345-497	AF403508.1_235-389	72	locarna
AE017249.1_124649-124462	AE016932.1_22310-22515	29	locarna
X05059.1_1-119	X67494.1_1-118	0	locarna
AB031663.1_2-391	AF506655.1_1-238	84	locarna
AE016934.1_101000-101187	AE016867.1_99125-99339	198	locarna
M35567.1_3-116	X05081.1_5-114	10	locarna
AB078689.1_1281-1332	AF490974.1_1302-1353	0	locarna
Z50076.1_4-120	X62859.1_3-124	16	locarna
AE008848.1_13783-13922	AE016953.1_48442-48336	58	locarna
AP002983.1_121-48	J01373.1_73-144	0	locarna
M68929.1_18311-18382	M86497.1_1020-1086	3	locarna
AJ131136.1_1732-1807	AJ277126.1_6413-6487	0	locarna
AF254713.1_393-449	AF484512.1_8790-8845	0	locarna
AF049337.1_220-303	AY288881.1_65-148	0	locarna
AF024423.1_123-174	AB078691.1_1281-1332	0	locarna
X14698.1_250-321	M20968.1_1-73	12	locarna
AB001488.1_62222-62293	J01478.1_118-188	0	locarna
X12975.1_234-306	K00202.1_1-71	0	locarna
S48220.1_1731-1788	BC003127.1_865-928	18	locarna
M36159.1_2-116	X04585.1_3-117	34	locarna
M68929.1_151018-150946	X02444.1_95-15	47	locarna
AC093311.2_140036-139968	X03154.1_110-183	0	locarna
AL591976.1_242770-242867	AE012834.1_3852-3958	7	locarna
X52392.1_6280-6355	M10217.1_11905-11973	18	locarna
AF083069.1_7313-7433	AF465517.1_7298-7418	0	locarna
X02237.1_3-118	Z50066.1_3-119	1	locarna
Z46261.1_745-770	X02622.1_164-189	0	locarna
AE017267.1_95018-94836	AE013149.1_9167-9356	34	locarna
AE017026.1_274819-274638	AE017270.1_85304-85118	15	locarna
AJ286142.1_52-103	AY358053.1_1284-1335	0	locarna
AF024218.1_90-141	AF190128.1_1415-1466	0	locarna
Z50057.1_2-118	X01555.1_3-118	1	locarna
AY304932.1_1282-1333	AB074075.1_1326-1377	0	locarna
AF290031.1_456-512	AF196760.1_455-511	0	locarna
AF024271.1_120-171	AY090763.1_698-749	0	locarna
AJ295198.1_352-602	AF268065.1_393-644	10	locarna
AJ535034.1_23-74	M73472.1_3-54	0	locarna
AE006696.1_291-218	X16886.1_1355-1286	8	locarna
X02707.1_2-120	X06577.1_4-117	29	locarna
M25321.1_478-410	Z82044.1_15843-15924	19	locarna
M86496.1_1024-1089	M10217.1_4724-4798	0	locarna
